2026-08-14,EM Trading,GFD,AED,1140000.00
2026-08-14,EM Trading,HKM,AED,760000.00
2026-08-14,EM Trading,UNMAPPED_TEST,AED,190000.00
2026-08-14,EM Trading,ABC,SAR,810000.00
2026-08-14,EM Trading,GFD,SAR,540000.00
2026-08-14,EM Trading,HKM,SAR,360000.00
2026-08-14,EM Trading,UNMAPPED_TEST,SAR,90000.00
2026-08-14,EM Trading,ABC,HKD,-540000.00
2026-08-14,EM Trading,GFD,HKD,-360000.00
2026-08-14,EM Trading,HKM,HKD,-240000.00
2026-08-14,EM Trading,UNMAPPED_TEST,HKD,-60000.00
2026-08-14,EM Trading,ABC,CNY,16200000.00
2026-08-14,EM Trading,GFD,CNY,10800000.00
2026-08-14,EM Trading,HKM,CNY,7200000.00
2026-08-14,EM Trading,UNMAPPED_TEST,CNY,1800000.00
2026-08-14,EM Trading,ABC,CNH,5400000.00
2026-08-14,EM Trading,GFD,CNH,3600000.00
2026-08-14,EM Trading,HKM,CNH,2400000.00
2026-08-14,EM Trading,UNMAPPED_TEST,CNH,600000.00
2026-08-14,EM Trading,ABC,CNH/CNY,21600000.00
2026-08-14,EM Trading,GFD,CNH/CNY,14400000.00
2026-08-14,EM Trading,HKM,CNH/CNY,9600000.00
2026-08-14,EM Trading,UNMAPPED_TEST,CNH/CNY,2400000.00
2026-08-14,EM Trading,ABC,BRL,13050000.00
2026-08-14,EM Trading,GFD,BRL,8700000.00
2026-08-14,EM Trading,HKM,BRL,5800000.00
2026-08-14,EM Trading,UNMAPPED_TEST,BRL,1450000.00
2026-08-14,EM Trading,ABC,BRF,2700000.00
2026-08-14,EM Trading,GFD,BRF,1800000.00
2026-08-14,EM Trading,HKM,BRF,1200000.00
2026-08-14,EM Trading,UNMAPPED_TEST,BRF,300000.00
2026-08-14,EM Trading,ABC,BRL/BRF,15750000.00
2026-08-14,EM Trading,GFD,BRL/BRF,10500000.00
2026-08-14,EM Trading,HKM,BRL/BRF,7000000.00
2026-08-14,EM Trading,UNMAPPED_TEST,BRL/BRF,1750000.00
2026-09-08,Global Macro,ABC,EUR,9000000.00
2026-09-08,Global Macro,GFD,EUR,6000000.00
2026-09-08,Global Macro,HKM,EUR,4000000.00
2026-09-08,Global Macro,UNMAPPED_TEST,EUR,1000000.00
2026-09-08,Global Macro,ABC,JPY,-4500000.00
2026-09-08,Global Macro,GFD,JPY,-3000000.00
2026-09-08,Global Macro,HKM,JPY,-2000000.00
2026-09-08,Global Macro,UNMAPPED_TEST,JPY,-500000.00
2026-09-08,Global Macro,ABC,GBP,4950000.00
2026-09-08,Global Macro,GFD,GBP,3300000.00
2026-09-08,Global Macro,HKM,GBP,2200000.00
2026-09-08,Global Macro,UNMAPPED_TEST,GBP,550000.00
2026-09-08,Global Macro,ABC,AUD,4500000.00
2026-09-08,Global Macro,GFD,AUD,3000000.00
2026-09-08,Global Macro,HKM,AUD,2000000.00
2026-09-08,Global Macro,UNMAPPED_TEST,AUD,500000.00
2026-09-08,Global Macro,ABC,AED,2925000.00
2026-09-08,Global Macro,GFD,AED,1950000.00
2026-09-08,Global Macro,HKM,AED,1300000.00
2026-09-08,Global Macro,UNMAPPED_TEST,AED,325000.00
2026-09-08,Global Macro,ABC,SAR,-1350000.00
2026-09-08,Global Macro,GFD,SAR,-900000.00
2026-09-08,Global Macro,HKM,SAR,-600000.00
2026-09-08,Global Macro,UNMAPPED_TEST,SAR,-150000.00
2026-09-08,Global Macro,ABC,HKD,900000.00
2026-09-08,Global Macro,GFD,HKD,600000.00
2026-09-08,Global Macro,HKM,HKD,400000.00
2026-09-08,Global Macro,UNMAPPED_TEST,HKD,100000.00
2026-09-08,Global Macro,ABC,CNY,32400000.00
2026-09-08,Global Macro,GFD,CNY,21600000.00
2026-09-08,Global Macro,HKM,CNY,14400000.00
2026-09-08,Global Macro,UNMAPPED_TEST,CNY,3600000.00
2026-09-08,Global Macro,ABC,CNH,-27000000.00
2026-09-08,Global Macro,GFD,CNH,-18000000.00
2026-09-08,Global Macro,HKM,CNH,-12000000.00
2026-09-08,Global Macro,UNMAPPED_TEST,CNH,-3000000.00
2026-09-08,Global Macro,ABC,CNH/CNY,5400000.00
2026-09-08,Global Macro,GFD,CNH/CNY,3600000.00
2026-09-08,Global Macro,HKM,CNH/CNY,2400000.00
2026-09-08,Global Macro,UNMAPPED_TEST,CNH/CNY,600000.00
2026-09-08,Global Macro,ABC,BRL,21600000.00
2026-09-08,Global Macro,GFD,BRL,14400000.00
2026-09-08,Global Macro,HKM,BRL,9600000.00
2026-09-08,Global Macro,UNMAPPED_TEST,BRL,2400000.00
2026-09-08,Global Macro,ABC,BRF,-18450000.00
2026-09-08,Global Macro,GFD,BRF,-12300000.00
2026-09-08,Global Macro,HKM,BRF,-8200000.00
2026-09-08,Global Macro,UNMAPPED_TEST,BRF,-2050000.00
2026-09-08,Global Macro,ABC,BRL/BRF,3150000.00
2026-09-08,Global Macro,GFD,BRL/BRF,2100000.00
2026-09-08,Global Macro,HKM,BRL/BRF,1400000.00
2026-09-08,Global Macro,UNMAPPED_TEST,BRL/BRF,350000.00
2026-09-08,EM Trading,ABC,MXN,-11250000.00
2026-09-08,EM Trading,GFD,MXN,-7500000.00
2026-09-08,EM Trading,HKM,MXN,-5000000.00
2026-09-08,EM Trading,UNMAPPED_TEST,MXN,-1250000.00
2026-09-08,EM Trading,ABC,ZAR,8550000.00
2026-09-08,EM Trading,GFD,ZAR,5700000.00
2026-09-08,EM Trading,HKM,ZAR,3800000.00
2026-09-08,EM Trading,UNMAPPED_TEST,ZAR,950000.00
2026-09-08,EM Trading,ABC,INR,4950000.00
2026-09-08,EM Trading,GFD,INR,3300000.00
2026-09-08,EM Trading,HKM,INR,2200000.00
2026-09-08,EM Trading,UNMAPPED_TEST,INR,550000.00
2026-09-08,EM Trading,ABC,AED,2025000.00
2026-09-08,EM Trading,GFD,AED,1350000.00
2026-09-08,EM Trading,HKM,AED,900000.00
2026-09-08,EM Trading,UNMAPPED_TEST,AED,225000.00
2026-09-08,EM Trading,ABC,SAR,990000.00
2026-09-08,EM Trading,GFD,SAR,660000.00
2026-09-08,EM Trading,HKM,SAR,440000.00
2026-09-08,EM Trading,UNMAPPED_TEST,SAR,110000.00
2026-09-08,EM Trading,ABC,HKD,-810000.00
2026-09-08,EM Trading,GFD,HKD,-540000.00
2026-09-08,EM Trading,HKM,HKD,-360000.00
2026-09-08,EM Trading,UNMAPPED_TEST,HKD,-90000.00
2026-09-08,EM Trading,ABC,CNY,18000000.00
2026-09-08,EM Trading,GFD,CNY,12000000.00
2026-09-08,EM Trading,HKM,CNY,8000000.00
2026-09-08,EM Trading,UNMAPPED_TEST,CNY,2000000.00
2026-09-08,EM Trading,ABC,CNH,7200000.00
2026-09-08,EM Trading,GFD,CNH,4800000.00
2026-09-08,EM Trading,HKM,CNH,3200000.00
2026-09-08,EM Trading,UNMAPPED_TEST,CNH,800000.00
2026-09-08,EM Trading,ABC,CNH/CNY,25200000.00
2026-09-08,EM Trading,GFD,CNH/CNY,16800000.00
2026-09-08,EM Trading,HKM,CNH/CNY,11200000.00
2026-09-08,EM Trading,UNMAPPED_TEST,CNH/CNY,2800000.00
2026-09-08,EM Trading,ABC,BRL,14850000.00
2026-09-08,EM Trading,GFD,BRL,9900000.00
2026-09-08,EM Trading,HKM,BRL,6600000.00
2026-09-08,EM Trading,UNMAPPED_TEST,BRL,1650000.00
2026-09-08,EM Trading,ABC,BRF,3600000.00
2026-09-08,EM Trading,GFD,BRF,2400000.00
2026-09-08,EM Trading,HKM,BRF,1600000.00
2026-09-08,EM Trading,UNMAPPED_TEST,BRF,400000.00
2026-09-08,EM Trading,ABC,BRL/BRF,18450000.00
2026-09-08,EM Trading,GFD,BRL/BRF,12300000.00
2026-09-08,EM Trading,HKM,BRL/BRF,8200000.00
2026-09-08,EM Trading,UNMAPPED_TEST,BRL/BRF,2050000.00
2026-09-12,Global Macro,ABC,EUR,8100000.00
2026-09-12,Global Macro,GFD,EUR,5400000.00
2026-09-12,Global Macro,HKM,EUR,3600000.00
2026-09-12,Global Macro,UNMAPPED_TEST,EUR,900000.00
2026-09-12,Global Macro,ABC,JPY,-5400000.00
2026-09-12,Global Macro,GFD,JPY,-3600000.00
2026-09-12,Global Macro,HKM,JPY,-2400000.00
2026-09-12,Global Macro,UNMAPPED_TEST,JPY,-600000.00
2026-09-12,Global Macro,ABC,AUD,4050000.00
2026-09-12,Global Macro,GFD,AUD,2700000.00
2026-09-12,Global Macro,HKM,AUD,1800000.00
2026-09-12,Global Macro,UNMAPPED_TEST,AUD,450000.00
2026-09-12,Global Macro,ABC,AED,2700000.00
2026-09-12,Global Macro,GFD,AED,1800000.00
2026-09-12,Global Macro,HKM,AED,1200000.00
2026-09-12,Global Macro,UNMAPPED_TEST,AED,300000.00
2026-09-12,Global Macro,ABC,SAR,-1575000.00
2026-09-12,Global Macro,GFD,SAR,-1050000.00
2026-09-12,Global Macro,HKM,SAR,-700000.00
2026-09-12,Global Macro,UNMAPPED_TEST,SAR,-175000.00
2026-09-12,Global Macro,ABC,HKD,1125000.00
2026-09-12,Global Macro,GFD,HKD,750000.00
2026-09-12,Global Macro,HKM,HKD,500000.00
2026-09-12,Global Macro,UNMAPPED_TEST,HKD,125000.00
2026-09-12,Global Macro,ABC,CNY,30600000.00
2026-09-12,Global Macro,GFD,CNY,20400000.00
2026-09-12,Global Macro,HKM,CNY,13600000.00
2026-09-12,Global Macro,UNMAPPED_TEST,CNY,3400000.00
2026-09-12,Global Macro,ABC,CNH,-25650000.00
2026-09-12,Global Macro,GFD,CNH,-17100000.00
2026-09-12,Global Macro,HKM,CNH,-11400000.00
2026-09-12,Global Macro,UNMAPPED_TEST,CNH,-2850000.00
2026-09-12,Global Macro,ABC,CNH/CNY,4950000.00
2026-09-12,Global Macro,GFD,CNH/CNY,3300000.00
2026-09-12,Global Macro,HKM,CNH/CNY,2200000.00
2026-09-12,Global Macro,UNMAPPED_TEST,CNH/CNY,550000.00
2026-09-12,Global Macro,ABC,BRL,20700000.00
2026-09-12,Global Macro,GFD,BRL,13800000.00
2026-09-12,Global Macro,HKM,BRL,9200000.00
2026-09-12,Global Macro,UNMAPPED_TEST,BRL,2300000.00
2026-09-12,Global Macro,ABC,BRF,-17550000.00
2026-09-12,Global Macro,GFD,BRF,-11700000.00
2026-09-12,Global Macro,HKM,BRF,-7800000.00
2026-09-12,Global Macro,UNMAPPED_TEST,BRF,-1950000.00
2026-09-12,Global Macro,ABC,BRL/BRF,3150000.00
2026-09-12,Global Macro,GFD,BRL/BRF,2100000.00
2026-09-12,Global Macro,HKM,BRL/BRF,1400000.00
2026-09-12,Global Macro,UNMAPPED_TEST,BRL/BRF,350000.00
2026-09-12,EM Trading,ABC,MXN,-10800000.00
2026-09-12,EM Trading,GFD,MXN,-7200000.00
2026-09-12,EM Trading,HKM,MXN,-4800000.00
2026-09-12,EM Trading,UNMAPPED_TEST,MXN,-1200000.00
2026-09-12,EM Trading,ABC,ZAR,8100000.00
2026-09-12,EM Trading,GFD,ZAR,5400000.00
2026-09-12,EM Trading,HKM,ZAR,3600000.00
2026-09-12,EM Trading,UNMAPPED_TEST,ZAR,900000.00
2026-09-12,EM Trading,ABC,INR,4500000.00
2026-09-12,EM Trading,GFD,INR,3000000.00
2026-09-12,EM Trading,HKM,INR,2000000.00
2026-09-12,EM Trading,UNMAPPED_TEST,INR,500000.00
2026-09-12,EM Trading,ABC,AED,1800000.00
2026-09-12,EM Trading,GFD,AED,1200000.00
2026-09-12,EM Trading,HKM,AED,800000.00
2026-09-12,EM Trading,UNMAPPED_TEST,AED,200000.00
2026-09-12,EM Trading,ABC,SAR,900000.00
2026-09-12,EM Trading,GFD,SAR,600000.00
2026-09-12,EM Trading,HKM,SAR,400000.00
2026-09-12,EM Trading,UNMAPPED_TEST,SAR,100000.00
2026-09-12,EM Trading,ABC,HKD,-675000.00
2026-09-12,EM Trading,GFD,HKD,-450000.00
2026-09-12,EM Trading,HKM,HKD,-300000.00
2026-09-12,EM Trading,UNMAPPED_TEST,HKD,-75000.00
2026-09-12,EM Trading,ABC,CNY,17100000.00
2026-09-12,EM Trading,GFD,CNY,11400000.00
2026-09-12,EM Trading,HKM,CNY,7600000.00
2026-09-12,EM Trading,UNMAPPED_TEST,CNY,1900000.00
2026-09-12,EM Trading,ABC,CNH,6300000.00
2026-09-12,EM Trading,GFD,CNH,4200000.00
2026-09-12,EM Trading,HKM,CNH,2800000.00
2026-09-12,EM Trading,UNMAPPED_TEST,CNH,700000.00
2026-09-12,EM Trading,ABC,CNH/CNY,23400000.00
2026-09-12,EM Trading,GFD,CNH/CNY,15600000.00
2026-09-12,EM Trading,HKM,CNH/CNY,10400000.00
2026-09-12,EM Trading,UNMAPPED_TEST,CNH/CNY,2600000.00
2026-09-12,EM Trading,ABC,BRL,13950000.00
2026-09-12,EM Trading,GFD,BRL,9300000.00
2026-09-12,EM Trading,HKM,BRL,6200000.00
2026-09-12,EM Trading,UNMAPPED_TEST,BRL,1550000.00
2026-09-12,EM Trading,ABC,BRF,3150000.00
2026-09-12,EM Trading,GFD,BRF,2100000.00
2026-09-12,EM Trading,HKM,BRF,1400000.00
2026-09-12,EM Trading,UNMAPPED_TEST,BRF,350000.00
2026-09-12,EM Trading,ABC,BRL/BRF,17100000.00
2026-09-12,EM Trading,GFD,BRL/BRF,11400000.00
2026-09-12,EM Trading,HKM,BRL/BRF,7600000.00
2026-09-12,EM Trading,UNMAPPED_TEST,BRL/BRF,1900000.00
2026-09-15,Global Macro,ABC,EUR,7560000.00
2026-09-15,Global Macro,ABC_ALT,EUR,3240000.00
2026-09-15,Global Macro,GFD,EUR,5040000.00
2026-09-15,Global Macro,GFD_ALT,EUR,2160000.00
2026-09-15,Global Macro,HKM,EUR,3360000.00
2026-09-15,Global Macro,HKM_ALT,EUR,1440000.00
2026-09-15,Global Macro,UNMAPPED_TEST,EUR,1200000.00
2026-09-15,Global Macro,ABC,JPY,-4725000.00
2026-09-15,Global Macro,ABC_ALT,JPY,-2025000.00
2026-09-15,Global Macro,GFD,JPY,-3150000.00
2026-09-15,Global Macro,GFD_ALT,JPY,-1350000.00
2026-09-15,Global Macro,HKM,JPY,-2100000.00
2026-09-15,Global Macro,HKM_ALT,JPY,-900000.00
2026-09-15,Global Macro,UNMAPPED_TEST,JPY,-750000.00
2026-09-15,Global Macro,ABC,GBP,4095000.00
2026-09-15,Global Macro,ABC_ALT,GBP,1755000.00
2026-09-15,Global Macro,GFD,GBP,2730000.00
2026-09-15,Global Macro,GFD_ALT,GBP,1170000.00
2026-09-15,Global Macro,HKM,GBP,1820000.00
2026-09-15,Global Macro,HKM_ALT,GBP,780000.00
2026-09-15,Global Macro,UNMAPPED_TEST,GBP,650000.00
2026-09-15,Global Macro,ABC,AUD,2520000.00
2026-09-15,Global Macro,ABC_ALT,AUD,1080000.00
2026-09-15,Global Macro,GFD,AUD,1680000.00
2026-09-15,Global Macro,GFD_ALT,AUD,720000.00
2026-09-15,Global Macro,HKM,AUD,1120000.00
2026-09-15,Global Macro,HKM_ALT,AUD,480000.00
2026-09-15,Global Macro,UNMAPPED_TEST,AUD,400000.00
2026-09-15,Global Macro,ABC,AED,2205000.00
2026-09-15,Global Macro,ABC_ALT,AED,945000.00
2026-09-15,Global Macro,GFD,AED,1470000.00
2026-09-15,Global Macro,GFD_ALT,AED,630000.00
2026-09-15,Global Macro,HKM,AED,980000.00
2026-09-15,Global Macro,HKM_ALT,AED,420000.00
2026-09-15,Global Macro,UNMAPPED_TEST,AED,350000.00
2026-09-15,Global Macro,ABC,SAR,-1260000.00
2026-09-15,Global Macro,ABC_ALT,SAR,-540000.00
2026-09-15,Global Macro,GFD,SAR,-840000.00
2026-09-15,Global Macro,GFD_ALT,SAR,-360000.00
2026-09-15,Global Macro,HKM,SAR,-560000.00
2026-09-15,Global Macro,HKM_ALT,SAR,-240000.00
2026-09-15,Global Macro,UNMAPPED_TEST,SAR,-200000.00
2026-09-15,Global Macro,ABC,HKD,945000.00
2026-09-15,Global Macro,ABC_ALT,HKD,405000.00
2026-09-15,Global Macro,GFD,HKD,630000.00
2026-09-15,Global Macro,GFD_ALT,HKD,270000.00
2026-09-15,Global Macro,HKM,HKD,420000.00
2026-09-15,Global Macro,HKM_ALT,HKD,180000.00
2026-09-15,Global Macro,UNMAPPED_TEST,HKD,150000.00
2026-09-15,Global Macro,ABC,CNY,23625000.00
2026-09-15,Global Macro,ABC_ALT,CNY,10125000.00
2026-09-15,Global Macro,GFD,CNY,15750000.00
2026-09-15,Global Macro,GFD_ALT,CNY,6750000.00
2026-09-15,Global Macro,HKM,CNY,10500000.00
2026-09-15,Global Macro,HKM_ALT,CNY,4500000.00
2026-09-15,Global Macro,UNMAPPED_TEST,CNY,3750000.00
2026-09-15,Global Macro,ABC,CNH,-19530000.00
2026-09-15,Global Macro,ABC_ALT,CNH,-8370000.00
2026-09-15,Global Macro,GFD,CNH,-13020000.00
2026-09-15,Global Macro,GFD_ALT,CNH,-5580000.00
2026-09-15,Global Macro,HKM,CNH,-8680000.00
2026-09-15,Global Macro,HKM_ALT,CNH,-3720000.00
2026-09-15,Global Macro,UNMAPPED_TEST,CNH,-3100000.00
2026-09-15,Global Macro,ABC,CNH/CNY,4095000.00
2026-09-15,Global Macro,ABC_ALT,CNH/CNY,1755000.00
2026-09-15,Global Macro,GFD,CNH/CNY,2730000.00
2026-09-15,Global Macro,GFD_ALT,CNH/CNY,1170000.00
2026-09-15,Global Macro,HKM,CNH/CNY,1820000.00
2026-09-15,Global Macro,HKM_ALT,CNH/CNY,780000.00
2026-09-15,Global Macro,UNMAPPED_TEST,CNH/CNY,650000.00
2026-09-15,Global Macro,ABC,BRL,15750000.00
2026-09-15,Global Macro,ABC_ALT,BRL,6750000.00
2026-09-15,Global Macro,GFD,BRL,10500000.00
2026-09-15,Global Macro,GFD_ALT,BRL,4500000.00
2026-09-15,Global Macro,HKM,BRL,7000000.00
2026-09-15,Global Macro,HKM_ALT,BRL,3000000.00
2026-09-15,Global Macro,UNMAPPED_TEST,BRL,2500000.00
2026-09-15,Global Macro,ABC,BRF,-13860000.00
2026-09-15,Global Macro,ABC_ALT,BRF,-5940000.00
2026-09-15,Global Macro,GFD,BRF,-9240000.00
2026-09-15,Global Macro,GFD_ALT,BRF,-3960000.00
2026-09-15,Global Macro,HKM,BRF,-6160000.00
2026-09-15,Global Macro,HKM_ALT,BRF,-2640000.00
2026-09-15,Global Macro,UNMAPPED_TEST,BRF,-2200000.00
2026-09-15,Global Macro,ABC,BRL/BRF,1890000.00
2026-09-15,Global Macro,ABC_ALT,BRL/BRF,810000.00
2026-09-15,Global Macro,GFD,BRL/BRF,1260000.00
2026-09-15,Global Macro,GFD_ALT,BRL/BRF,540000.00
2026-09-15,Global Macro,HKM,BRL/BRF,840000.00
2026-09-15,Global Macro,HKM_ALT,BRL/BRF,360000.00
2026-09-15,Global Macro,UNMAPPED_TEST,BRL/BRF,300000.00
2026-09-15,EM Trading,ABC,MXN,-8820000.00
2026-09-15,EM Trading,ABC_ALT,MXN,-3780000.00
2026-09-15,EM Trading,GFD,MXN,-5880000.00
2026-09-15,EM Trading,GFD_ALT,MXN,-2520000.00
2026-09-15,EM Trading,HKM,MXN,-3920000.00
2026-09-15,EM Trading,HKM_ALT,MXN,-1680000.00
2026-09-15,EM Trading,UNMAPPED_TEST,MXN,-1400000.00
2026-09-15,EM Trading,ABC,ZAR,6615000.00
2026-09-15,EM Trading,ABC_ALT,ZAR,2835000.00
2026-09-15,EM Trading,GFD,ZAR,4410000.00
2026-09-15,EM Trading,GFD_ALT,ZAR,1890000.00
2026-09-15,EM Trading,HKM,ZAR,2940000.00
2026-09-15,EM Trading,HKM_ALT,ZAR,1260000.00
2026-09-15,EM Trading,UNMAPPED_TEST,ZAR,1050000.00
2026-09-15,EM Trading,ABC,INR,3780000.00
2026-09-15,EM Trading,ABC_ALT,INR,1620000.00
2026-09-15,EM Trading,GFD,INR,2520000.00
2026-09-15,EM Trading,GFD_ALT,INR,1080000.00
2026-09-15,EM Trading,HKM,INR,1680000.00
2026-09-15,EM Trading,HKM_ALT,INR,720000.00
2026-09-15,EM Trading,UNMAPPED_TEST,INR,600000.00
2026-09-15,EM Trading,ABC,AED,1575000.00
2026-09-15,EM Trading,ABC_ALT,AED,675000.00
2026-09-15,EM Trading,GFD,AED,1050000.00
2026-09-15,EM Trading,GFD_ALT,AED,450000.00
2026-09-15,EM Trading,HKM,AED,700000.00
2026-09-15,EM Trading,HKM_ALT,AED,300000.00
2026-09-15,EM Trading,UNMAPPED_TEST,AED,250000.00
2026-09-15,EM Trading,ABC,SAR,787500.00
2026-09-15,EM Trading,ABC_ALT,SAR,337500.00
2026-09-15,EM Trading,GFD,SAR,525000.00
2026-09-15,EM Trading,GFD_ALT,SAR,225000.00
2026-09-15,EM Trading,HKM,SAR,350000.00
2026-09-15,EM Trading,HKM_ALT,SAR,150000.00
2026-09-15,EM Trading,UNMAPPED_TEST,SAR,125000.00
2026-09-15,EM Trading,ABC,HKD,-630000.00
2026-09-15,EM Trading,ABC_ALT,HKD,-270000.00
2026-09-15,EM Trading,GFD,HKD,-420000.00
2026-09-15,EM Trading,GFD_ALT,HKD,-180000.00
2026-09-15,EM Trading,HKM,HKD,-280000.00
2026-09-15,EM Trading,HKM_ALT,HKD,-120000.00
2026-09-15,EM Trading,UNMAPPED_TEST,HKD,-100000.00
2026-09-15,EM Trading,ABC,CNY,13230000.00
2026-09-15,EM Trading,ABC_ALT,CNY,5670000.00
2026-09-15,EM Trading,GFD,CNY,8820000.00
2026-09-15,EM Trading,GFD_ALT,CNY,3780000.00
2026-09-15,EM Trading,HKM,CNY,5880000.00
2026-09-15,EM Trading,HKM_ALT,CNY,2520000.00
2026-09-15,EM Trading,UNMAPPED_TEST,CNY,2100000.00
2026-09-15,EM Trading,ABC,CNH,5670000.00
2026-09-15,EM Trading,ABC_ALT,CNH,2430000.00
2026-09-15,EM Trading,GFD,CNH,3780000.00
2026-09-15,EM Trading,GFD_ALT,CNH,1620000.00
2026-09-15,EM Trading,HKM,CNH,2520000.00
2026-09-15,EM Trading,HKM_ALT,CNH,1080000.00
2026-09-15,EM Trading,UNMAPPED_TEST,CNH,900000.00
2026-09-15,EM Trading,ABC,CNH/CNY,18900000.00
2026-09-15,EM Trading,ABC_ALT,CNH/CNY,8100000.00
2026-09-15,EM Trading,GFD,CNH/CNY,12600000.00
2026-09-15,EM Trading,GFD_ALT,CNH/CNY,5400000.00
2026-09-15,EM Trading,HKM,CNH/CNY,8400000.00
2026-09-15,EM Trading,HKM_ALT,CNH/CNY,3600000.00
2026-09-15,EM Trading,UNMAPPED_TEST,CNH/CNY,3000000.00
2026-09-15,EM Trading,ABC,BRL,11025000.00
2026-09-15,EM Trading,ABC_ALT,BRL,4725000.00
2026-09-15,EM Trading,GFD,BRL,7350000.00
2026-09-15,EM Trading,GFD_ALT,BRL,3150000.00
2026-09-15,EM Trading,HKM,BRL,4900000.00
2026-09-15,EM Trading,HKM_ALT,BRL,2100000.00
2026-09-15,EM Trading,UNMAPPED_TEST,BRL,1750000.00
2026-09-15,EM Trading,ABC,BRF,3150000.00
2026-09-15,EM Trading,ABC_ALT,BRF,1350000.00
2026-09-15,EM Trading,GFD,BRF,2100000.00
2026-09-15,EM Trading,GFD_ALT,BRF,900000.00
2026-09-15,EM Trading,HKM,BRF,1400000.00
2026-09-15,EM Trading,HKM_ALT,BRF,600000.00
2026-09-15,EM Trading,UNMAPPED_TEST,BRF,500000.00
2026-09-15,EM Trading,ABC,BRL/BRF,14175000.00
2026-09-15,EM Trading,ABC_ALT,BRL/BRF,6075000.00
2026-09-15,EM Trading,GFD,BRL/BRF,9450000.00
2026-09-15,EM Trading,GFD_ALT,BRL/BRF,4050000.00
2026-09-15,EM Trading,HKM,BRL/BRF,6300000.00
